"ASX code","Company name","Listing date","GICs industry group"
"QRI","QUALITAS REAL ESTATE INCOME FUND","2018-11-27","Not Applic"
"QSS","QUESTUS LIMITED","2003-08-07","Real Estate"
"QTG","Q TECHNOLOGY GROUP LIMITED","1987-12-02","Technology Hardware & Equipment"
"QTM","QUANTUM HEALTH GROUP LIMITED","1993-08-30","Health Care Equipment & Services"
"QUB","QUBE HOLDINGS LIMITED","2007-01-04","Transportation"
"QUE","QUESTE COMMUNICATIONS LIMITED","1998-11-11","Diversified Financials"
"QVE","QV EQUITIES LIMITED","2014-08-22","Not Applic"
"QXR","QX RESOURCES LIMITED","2011-02-17","Materials"
"R3D","R3D GLOBAL LIMITED","2004-12-17","Media & Entertainment"
"RAC","RACE ONCOLOGY LTD","2016-07-13","Pharmaceuticals, Biotechnology & Life Sciences"
"RAG","RAGNAR METALS LIMITED","2005-03-31","Materials"
"RAN","RANGE INTERNATIONAL LIMITED","2016-07-22","Materials"
"RAP","RESAPP HEALTH LIMITED","2005-01-12","Health Care Equipment & Services"
"RAS","RAGUSA MINERALS LTD","2010-07-13","Diversified Financials"
"RBD","RESTAURANT BRANDS NEW ZEALAND LIMITED","2017-09-28","Consumer Services"
"RBL","REDBUBBLE LIMITED","2016-05-16","Retailing"
"RBR","RBR GROUP LIMITED","2007-02-02","Materials"
"RCE","RECCE PHARMACEUTICALS LTD","2016-01-15","Pharmaceuticals, Biotechnology & Life Sciences"
"RCL","READCLOUD LIMITED","2018-02-07","Software & Services"
"RCP","REDBANK COPPER LIMITED","1993-12-22","Materials"
"RCR","RINCON RESOURCES LIMITED",,"Class Pend"
"RCT","REEF CASINO TRUST","1994-02-11","Consumer Services"
"RCW","RIGHTCROWD LIMITED","2017-09-18","Software & Services"
"RD1","REGISTRY DIRECT LIMITED","2017-11-01","Software & Services"
"RDC","REDCAPE HOTEL GROUP","2018-11-30","Consumer Services"
"RDF","REDFLEX HOLDINGS LIMITED","1997-01-20","Technology Hardware & Equipment"
"RDG","RESOURCE DEVELOPMENT GROUP LIMITED","2011-05-19","Capital Goods"
"RDH","REDHILL EDUCATION LIMITED","2010-09-21","Consumer Services"
"RDM","RED METAL LIMITED","2003-10-27","Materials"
"RDN","RAIDEN RESOURCES LIMITED","1987-03-12","Materials"
"RDS","REDSTONE RESOURCES LIMITED","2006-08-03","Materials"
"RDY","READYTECH HOLDINGS LIMITED","2019-04-17","Software & Services"
"REA","REA GROUP LTD","1999-12-01","Media & Entertainment"
"RED","RED 5 LIMITED","1996-10-16","Materials"
"REE","RAREX LIMITED","2007-07-11","Materials"
"REF","REVERSE CORP LIMITED","2005-12-16","Telecommunication Services"
"REG","REGIS HEALTHCARE LIMITED","2014-10-07","Health Care Equipment & Services"
"REH","REECE LIMITED","1974-01-01","Capital Goods"
"RES","RESOURCE GENERATION LIMITED","2003-10-31","Energy"
"REX","REGIONAL EXPRESS HOLDINGS LIMITED","2005-11-09","Transportation"
"REY","REY RESOURCES LIMITED","2006-06-05","Energy"
"REZ","RESOURCES & ENERGY GROUP LIMITED","2005-03-11","Materials"
"RF1","REGAL INVESTMENT FUND","2019-06-17","Not Applic"
"RFF","RURAL FUNDS GROUP","2014-02-14","Real Estate"
"RFG","RETAIL FOOD GROUP LIMITED","2006-06-22","Consumer Services"
"RFN","REFFIND LIMITED","2015-07-09","Software & Services"
"RFR","RAFAELLA RESOURCES LTD.","2018-07-26","Materials"
"RFT","RECTIFIER TECHNOLOGIES LTD","1994-09-22","Capital Goods"
"RFX","REDFLOW LIMITED","2010-12-14","Capital Goods"
"RGI","ROTO-GRO INTERNATIONAL LIMITED","2017-02-10","Capital Goods"
"RGL","RIVERSGOLD LIMITED","2017-10-10","Materials"
"RGS","REGENEUS LTD","2013-09-19","Pharmaceuticals, Biotechnology & Life Sciences"
"RHC","RAMSAY HEALTH CARE LIMITED","1997-09-24","Health Care Equipment & Services"
"RHI","RED HILL IRON LIMITED","2006-02-14","Materials"
"RHP","RHIPE LIMITED","2005-03-17","Software & Services"
"RHT","RESONANCE HEALTH LIMITED","1987-10-23","Health Care Equipment & Services"
"RHY","RHYTHM BIOSCIENCES LIMITED","2017-12-07","Health Care Equipment & Services"
"RIC","RIDLEY CORPORATION LIMITED","1987-08-13","Food, Beverage & Tobacco"
"RIE","RIEDEL RESOURCES LIMITED","2011-01-31","Materials"
"RIM","RIMFIRE PACIFIC MINING NL","1997-03-04","Materials"
"RIO","RIO TINTO LIMITED","1962-09-19","Materials"
"RKN","RECKON LIMITED","1999-07-19","Software & Services"
"RLC","REEDY LAGOON CORPORATION LIMITED","2007-06-22","Materials"
"RLE","REAL ENERGY CORPORATION LIMITED","2013-12-12","Energy"
"RLG","ROOLIFE GROUP LTD","2016-11-16","Media & Entertainment"
"RLT","RENERGEN LIMITED","2019-06-06","Energy"
"RMC","RESIMAC GROUP LTD","2001-03-19","Banks"
"RMD","RESMED INC","1999-11-25","Health Care Equipment & Services"
"RMG","RMG LIMITED","1996-04-11","Materials"
"RMI","RESOURCE MINING CORPORATION LIMITED","1985-02-14","Materials"
"RML","RESOLUTION MINERALS LTD","2017-09-22","Materials"
"RMP","RED EMPEROR RESOURCES NL","2007-08-16","Energy"
"RMS","RAMELIUS RESOURCES LIMITED","2003-03-31","Materials"
"RMT","RMA ENERGY LIMITED","2007-06-07","Materials"
"RMX","RED MOUNTAIN MINING LIMITED","2011-09-01","Materials"
"RMY","RMA GLOBAL LIMITED","2018-07-05","Media & Entertainment"
"RND","RAND MINING LIMITED","1985-08-15","Materials"
"RNE","RENU ENERGY LIMITED","2002-09-12","Utilities"
"RNO","RHINOMED LIMITED","2007-09-21","Pharmaceuticals, Biotechnology & Life Sciences"
"RNT","RENT.COM.AU LIMITED","1994-05-26","Media & Entertainment"
"RNU","RENASCOR RESOURCES LIMITED","2010-12-15","Energy"
"RNX","RENEGADE EXPLORATION LIMITED","2006-11-14","Materials"
"RNY","RNY PROPERTY TRUST","2005-09-26","Real Estate"
"ROG","RED SKY ENERGY LIMITED.","2007-05-23","Energy"
"ROO","ROOTS SUSTAINABLE AGRICULTURAL TECHNOLOGIES LTD","2017-12-07","Capital Goods"
"RPG","RAPTIS GROUP LIMITED","1986-07-17","Real Estate"
"RPM","RPM AUTOMOTIVE GROUP LIMITED","1983-11-10","Automobiles & Components"
"RRL","REGIS RESOURCES LIMITED","1987-02-19","Materials"
"RSG","RESOLUTE MINING LIMITED","1979-01-11","Materials"
"RSH","RESPIRI LIMITED","2000-07-14","Health Care Equipment & Services"
"RTE","RETECH TECHNOLOGY CO., LIMITED","2017-06-22","Consumer Services"
"RTG","RTG MINING INC.","2014-06-05","Materials"
"RTR","RUMBLE RESOURCES LIMITED","2011-07-01","Materials"
"RUL","RPMGLOBAL HOLDINGS LIMITED","2008-05-27","Software & Services"
"RVR","RED RIVER RESOURCES LIMITED","2005-07-15","Materials"
"RVS","REVASUM INC.","2018-12-04","Semiconductors & Semiconductor Equipment"
"RWC","RELIANCE WORLDWIDE CORPORATION LIMITED","2016-04-29","Capital Goods"
"RWD","REWARD MINERALS LTD","1991-12-12","Materials"
"RXH","REWARDLE HOLDINGS LIMITED","2014-10-07","Media & Entertainment"
"RXL","ROX RESOURCES LIMITED","2004-04-27","Materials"
"RXM","REX MINERALS LIMITED","2007-09-20","Materials"
"RXP","RXP SERVICES LIMITED","2011-11-28","Software & Services"
"RYD","RYDER CAPITAL LIMITED","2015-09-28","Not Applic"
"RZI","RAIZ INVEST LIMITED","2018-06-21","Diversified Financials"
"S2R","S2 RESOURCES LTD","2015-10-19","Materials"
"S32","SOUTH32 LIMITED","2015-05-18","Materials"
"S66","STAR COMBO PHARMA LIMITED","2018-05-16","Household & Personal Products"
"SAN","SAGALIO ENERGY LIMITED","2011-12-15","Energy"
"SAR","SARACEN MINERAL HOLDINGS LIMITED","1989-07-20","Materials"
"SAS","SKY AND SPACE GLOBAL LTD","2006-05-22","Telecommunication Services"
"SAU","SOUTHERN GOLD LIMITED","2005-04-21","Materials"
"SBM","ST BARBARA LIMITED","1969-05-15","Materials"
"SBR","SABRE RESOURCES LIMITED","1987-12-17","Materials"
"SBU","SIBURAN RESOURCES LIMITED","2010-05-18","Materials"
"SBW","SHEKEL BRAINWEIGH LTD","2018-11-20","Software & Services"
"SCG","SCENTRE GROUP","2014-06-25","Real Estate"
"SCI","SILVER CITY MINERALS LIMITED","2011-07-06","Materials"
"SCL","SCHROLE GROUP LTD","2013-11-11","Software & Services"
"SCN","SCORPION MINERALS LIMITED","2007-03-07","Materials"
"SCP","SHOPPING CENTRES AUSTRALASIA PROPERTY GROUP","2012-11-26","Real Estate"
"SCT","SCOUT SECURITY LIMITED","2017-08-25","Consumer Services"
"SCU","STEMCELL UNITED LIMITED","2000-06-13","Pharmaceuticals, Biotechnology & Life Sciences"
"SDA","SPEEDCAST INTERNATIONAL LIMITED","2014-08-12","Telecommunication Services"
"SDF","STEADFAST GROUP LIMITED","2013-08-02","Insurance"
"SDG","SUNLAND GROUP LIMITED","1995-02-28","Real Estate"
"SDI","SDI LIMITED","1985-11-07","Health Care Equipment & Services"
"SDL","SUNDANCE RESOURCES LIMITED","1993-11-24","Materials"
"SDV","SCIDEV LTD","2002-05-02","Materials"
"SE1","SENSERA LIMITED","2016-12-23","Semiconductors & Semiconductor Equipment"
"SEC","SPHERIA EMERGING COMPANIES LIMITED","2017-12-05","Not Applic"
"SEG","SPORTS ENTERTAINMENT GROUP LIMITED","2000-11-28","Media & Entertainment"
"SEK","SEEK LIMITED","2005-04-19","Media & Entertainment"
"SEN","SENETAS CORPORATION LIMITED","1984-06-21","Technology Hardware & Equipment"
"SEQ","SEQUOIA FINANCIAL GROUP LTD","2000-09-19","Diversified Financials"
"SER","STRATEGIC ENERGY RESOURCES LIMITED","1991-08-15","Materials"
"SES","SECOS GROUP LTD","1996-11-21","Materials"
"SF1","STEMIFY LIMITED","1988-10-06","Technology Hardware & Equipment"
"SFC","SCHAFFER CORPORATION LIMITED","1974-01-01","Automobiles & Components"
"SFG","SEAFARMS GROUP LIMITED","1990-06-14","Food, Beverage & Tobacco"
"SFM","SANTA FE MINERALS LTD","2011-10-07","Materials"
"SFR","SANDFIRE RESOURCES LIMITED","2004-03-04","Materials"
"SFX","SHEFFIELD RESOURCES LIMITED","2010-12-15","Materials"
"SGC","SACGASCO LIMITED","2005-10-11","Energy"
"SGF","SG FLEET GROUP LIMITED","2014-03-04","Commercial & Professional Services"
"SGH","SLATER & GORDON LIMITED","2007-05-21","Consumer Services"
"SGI","STEALTH GLOBAL HOLDINGS LTD","2018-10-02","Capital Goods"
"SGLLV","RICEGROWERS LIMITED","2019-04-08","Food, Beverage & Tobacco"
"SGM","SIMS LIMITED","2005-10-21","Materials"
"SGP","STOCKLAND","1987-02-19","Real Estate"
"SGQ","ST GEORGE MINING LIMITED","2010-11-16","Materials"
"SGR","THE STAR ENTERTAINMENT GROUP LIMITED","2011-06-06","Consumer Services"
"SHE","STONEHORSE ENERGY LIMITED","2000-07-24","Energy"
"SHH","SHREE MINERALS LIMITED","2010-02-18","Materials"
"SHJ","SHINE JUSTICE LTD","2013-05-15","Consumer Services"
"SHL","SONIC HEALTHCARE LIMITED","1987-04-30","Health Care Equipment & Services"
"SHM","SHRIRO HOLDINGS LIMITED","2015-06-23","Consumer Durables & Apparel"
"SHN","SUNSHINE GOLD LIMITED","2002-01-25","Materials"
"SHO","SPORTSHERO LIMITED","2008-06-12","Media & Entertainment"
"SHV","SELECT HARVESTS LIMITED","1978-06-15","Food, Beverage & Tobacco"
"SI6","SI6 METALS LIMITED","2008-01-18","Materials"
"SIG","SIGMA HEALTHCARE LIMITED","2002-10-30","Health Care Equipment & Services"
"SIH","SIHAYO GOLD LIMITED","1988-03-31","Materials"
"SIL","SMILES INCLUSIVE LIMITED","2018-04-27","Health Care Equipment & Services"
"SIO","SIMONDS GROUP LIMITED","2014-11-17","Consumer Durables & Apparel"
"SIQ","SMARTGROUP CORPORATION LTD","2014-07-02","Commercial & Professional Services"
"SIS","SIMBLE SOLUTIONS LIMITED","2018-02-22","Software & Services"
"SIT","SITE GROUP INTERNATIONAL LIMITED","1987-08-21","Consumer Services"
"SIV","SIV CAPITAL LIMITED","2005-05-31","Capital Goods"
"SIX","SPRINTEX LIMITED","2008-05-29","Automobiles & Components"
"SKC","SKYCITY ENTERTAINMENT GROUP LIMITED","1999-03-29","Consumer Services"
"SKF","SKYFII LTD","1999-12-17","Software & Services"
"SKI","SPARK INFRASTRUCTURE GROUP","2005-12-16","Utilities"
"SKN","SKIN ELEMENTS LIMITED","2017-01-06","Household & Personal Products"
"SKO","SERKO LIMITED","2018-06-25","Software & Services"
"SKS","SKS TECHNOLOGIES GROUP LIMITED","1974-01-01","Capital Goods"
"SKT","SKY NETWORK TELEVISION LIMITED.","2005-07-04","Media & Entertainment"
"SKY","SKY METALS LIMITED","2004-03-11","Materials"
"SL1","SYMBOL MINING LIMITED","2013-04-18","Materials"
"SLA","SILK LASER AUSTRALIA LIMITED","2020-12-15","Class Pend"
"SLC","SUPERLOOP LIMITED","2015-06-04","Telecommunication Services"
"SLK","SEALINK TRAVEL GROUP LIMITED","2013-10-16","Consumer Services"
"SLR","SILVER LAKE RESOURCES LIMITED","2007-11-14","Materials"
"SLX","SILEX SYSTEMS LIMITED","1998-05-07","Semiconductors & Semiconductor Equipment"
"SLZ","SULTAN RESOURCES LTD","2018-08-16","Materials"
"SM1","SYNLAIT MILK LIMITED","2016-11-25","Food, Beverage & Tobacco"
"SMG","SOON MINING LIMITED","2016-03-21","Materials"
"SMI","SANTANA MINERALS LIMITED","2013-05-31","Materials"
"SMN","STRUCTURAL MONITORING SYSTEMS PLC","2004-08-16","Technology Hardware & Equipment"
"SMP","SMARTPAY HOLDINGS LIMITED","2013-09-04","Software & Services"
"SMR","STANMORE COAL LIMITED","2009-12-09","Energy"
"SMX","SECURITY MATTERS LIMITED","2018-10-15","Software & Services"
"SNC","SANDON CAPITAL INVESTMENTS LIMITED","2013-12-23","Not Applic"
"SND","SAUNDERS INTERNATIONAL LIMITED","2007-12-05","Capital Goods"
"SNG","SIREN GOLD LIMITED","2020-10-07","Materials"
"SNL","SUPPLY NETWORK LIMITED","1987-09-10","Retailing"
"SNS","SENSEN NETWORKS LIMITED","2007-05-31","Software & Services"
"SNZ","SUMMERSET GROUP HOLDINGS LIMITED","2013-07-18","Health Care Equipment & Services"
"SO4","SALT LAKE POTASH LIMITED","2006-11-03","Materials"
"SOL","WASHINGTON H SOUL PATTINSON & COMPANY LIMITED","1903-01-21","Energy"
"SOM","SOMNOMED LIMITED","2004-08-27","Health Care Equipment & Services"
"SOP","SYNERTEC CORPORATION LIMITED","2013-05-28","Commercial & Professional Services"
"SOR","STRATEGIC ELEMENTS LIMITED","2011-08-11","Diversified Financials"
"SOV","SOVEREIGN CLOUD HOLDINGS LIMITED","2020-12-14","Software & Services"
"SP3","SPECTUR LIMITED","2017-08-01","Technology Hardware & Equipment"
"SPA","SPACETALK LTD","2001-07-17","Media & Entertainment"
"SPK","SPARK NEW ZEALAND LIMITED","1991-08-22","Telecommunication Services"
"SPL","STARPHARMA HOLDINGS LIMITED","2000-09-28","Pharmaceuticals, Biotechnology & Life Sciences"
"SPN","SPARC TECHNOLOGIES LIMITED","1986-07-03","Materials"
"SPQ","SUPERIOR RESOURCES LIMITED","2007-11-12","Materials"
"SPT","SPLITIT PAYMENTS LTD","2019-01-29","Software & Services"
"SPZ","SMART PARKING LIMITED","2007-01-09","Technology Hardware & Equipment"
"SRG","SRG GLOBAL LIMITED","2007-08-17","Capital Goods"
"SRH","SAFEROADS HOLDINGS LIMITED","2005-12-15","Transportation"
"SRI","SIPA RESOURCES LIMITED","1990-08-23","Materials"
"SRJ","SRJ TECHNOLOGIES GROUP PLC","2020-09-18","Energy"
"SRK","STRIKE RESOURCES LIMITED","2000-03-07","Materials"
"SRN","SUREFIRE RESOURCES NL","1999-06-11","Materials"
"SRV","SERVCORP LIMITED","1999-12-06","Real Estate"
"SRY","STORY-I LIMITED","2015-01-20","Retailing"
"SRZ","STELLAR RESOURCES LIMITED","2005-04-28","Materials"
"SSG","SHAVER SHOP GROUP LIMITED","2016-07-01","Retailing"
"SSL","SIETEL LIMITED","1974-01-01","Real Estate"
"SSM","SERVICE STREAM LIMITED","2004-12-09","Capital Goods"
"SSR","SSR MINING INC.","2020-09-17","Materials"
"SST","STEAMSHIPS TRADING COMPANY LIMITED","1962-06-30","Capital Goods"
"ST1","SPIRIT TECHNOLOGY SOLUTIONS LTD","1999-10-22","Telecommunication Services"
"STA","STRANDLINE RESOURCES LIMITED","2000-05-17","Materials"
"STC","SINETECH LIMITED","2008-01-15","Software & Services"
"STG","STRAKER TRANSLATIONS LIMITED","2018-10-22","Media & Entertainment"
"STK","STRICKLAND METALS LIMITED","2006-04-06","Materials"
"STM","SUNSTONE METALS LTD","2007-03-22","Materials"
"STN","SATURN METALS LIMITED","2018-03-09","Materials"
"STO","SANTOS LIMITED","1954-10-01","Energy"
"STX","STRIKE ENERGY LIMITED","2004-08-05","Energy"
"SUD","SUDA PHARMACEUTICALS LTD","2002-01-24","Pharmaceuticals, Biotechnology & Life Sciences"
"SUH","SOUTHERN HEMISPHERE MINING LIMITED","2010-01-05","Materials"
"SUHND","SOUTHERN HEMISPHERE MINING LIMITED","2010-01-05","Materials"
"SUL","SUPER RETAIL GROUP LIMITED","2004-07-06","Retailing"
"SUN","SUNCORP GROUP LIMITED","1988-07-07","Insurance"
"SUP","SUPERIOR LAKE RESOURCES LIMITED","2009-12-18","Materials"
"SUV","SUVO STRATEGIC MINERALS LIMITED","2011-05-17","Materials"
"SVA","SIMAVITA LIMITED","2014-02-20","Health Care Equipment & Services"
"SVHDA","SILVER HERITAGE GROUP LIMITED","2016-08-29","Consumer Services"
"SVL","SILVER MINES LIMITED","2007-01-19","Materials"
"SVM","SOVEREIGN METALS LIMITED","2007-01-22","Materials"
"SVS","SUNVEST CORPORATION LIMITED","1987-08-20","Not Applic"
"SVW","SEVEN GROUP HOLDINGS LIMITED","2010-04-30","Capital Goods"
"SVY","STAVELY MINERALS LIMITED","2014-05-07","Materials"
"SW1","SWIFT MEDIA LIMITED","1994-06-30","Media & Entertainment"
"SWF","SELFWEALTH LIMITED","2017-11-23","Diversified Financials"
"SWK","SWICK MINING SERVICES LTD","2006-11-01","Materials"
"SWM","SEVEN WEST MEDIA LIMITED","1992-01-09","Media & Entertainment"
"SXA","STRATA-X ENERGY LIMITED","2013-03-12","Energy"
"SXE","SOUTHERN CROSS ELECTRICAL ENGINEERING LTD","2007-11-28","Capital Goods"
"SXL","SOUTHERN CROSS MEDIA GROUP LIMITED","2005-11-17","Media & Entertainment"
"SXX","SOUTHERN CROSS EXPLORATION N.L.","1971-08-02","Materials"
"SXY","SENEX ENERGY LIMITED","1984-08-15","Energy"
"SYA","SAYONA MINING LIMITED","2004-03-30","Materials"
"SYD","SYDNEY AIRPORT","2002-04-02","Transportation"
"SYR","SYRAH RESOURCES LIMITED","2007-09-11","Materials"
"SYT","SYNTONIC LIMITED","2007-06-12","Software & Services"
"SZL","SEZZLE INC.","2019-07-30","Software & Services"
"T3D","333D LIMITED","2006-12-27","Commercial & Professional Services"
"TAH","TABCORP HOLDINGS LIMITED","1994-08-15","Consumer Services"
"TAM","TANAMI GOLD NL","1986-12-11","Materials"
"TAO","TAO COMMODITIES LTD","2018-04-16","Materials"
"TAP","TAP OIL LIMITED","1996-09-17","Energy"
"TAR","TARUGA MINERALS LIMITED","2012-02-07","Materials"
"TAS","TASMAN RESOURCES LTD","2001-12-18","Materials"
"TBR","TRIBUNE RESOURCES LIMITED","1989-05-04","Materials"
"TCF","360 CAPITAL ENHANCED INCOME FUND","2006-10-17","Not Applic"
"TCL","TRANSURBAN GROUP","1996-03-14","Transportation"
"TCN","TECHNICHE LIMITED.","1987-04-16","Software & Services"
"TCO","TRANSMETRO CORPORATION LIMITED","1987-09-17","Consumer Services"
"TD1","TALI DIGITAL LIMITED","2004-09-23","Health Care Equipment & Services"
"TDI","360 CAPITAL DIGITAL INFRASTRUCTURE FUND","2019-10-31","Not Applic"
"TDL","TBG DIAGNOSTICS LIMITED","1995-12-22","Pharmaceuticals, Biotechnology & Life Sciences"
"TDO","3D OIL LIMITED","2007-05-22","Energy"
"TEG","TRIANGLE ENERGY (GLOBAL) LIMITED","2006-01-06","Energy"
"TEK","THORNEY TECHNOLOGIES LTD","2005-05-10","Not Applic"
"TEM","TEMPEST MINERALS LIMITED","2017-03-28","Materials"
"TER","TERRACOM LIMITED","2010-07-22","Energy"
"TES","TEST SECURITY",,"Class Pend"
"TFL","TASFOODS LIMITED","1999-12-16","Food, Beverage & Tobacco"
"TGA","THORN GROUP LIMITED","2006-12-13","Retailing"
"TGF","TRIBECA GLOBAL NATURAL RESOURCES LIMITED","2018-10-12","Not Applic"
"TGG","TEMPLETON GLOBAL GROWTH FUND LIMITED","1987-05-28","Not Applic"
"TGH","TERRAGEN HOLDINGS LIMITED","2019-12-11","Materials"
"TGM","THETA GOLD MINES LIMITED","2011-04-07","Materials"
"TGN","TUNGSTEN MINING NL","2012-12-17","Materials"
"TGO","GROWTHOPS LTD","2018-03-16","Software & Services"
"TGP","360 CAPITAL GROUP","2005-07-26","Real Estate"
"TGR","TASSAL GROUP LIMITED","2003-11-12","Food, Beverage & Tobacco"
"THC","THC GLOBAL GROUP LIMITED","2017-05-04","Pharmaceuticals, Biotechnology & Life Sciences"
"THD","THRED LIMITED","2009-11-12","Media & Entertainment"
"THR","THOR MINING PLC","2006-09-27","Materials"
"TI1","TOMBADOR IRON LIMITED","2004-11-22","Real Estate"
"TIA","TIAN AN AUSTRALIA LIMITED","1985-12-11","Real Estate"
"TIE","TIETTO MINERALS LIMITED","2018-01-18","Materials"
"TIG","TIGERS REALM COAL LIMITED","2011-08-29","Materials"
"TIN","TNT MINES LIMITED","2017-11-03","Materials"
"TIP","TEAMINVEST PRIVATE GROUP LIMITED","2019-05-24","Diversified Financials"
"TKF","TIKFORCE LIMITED","2006-12-15","Software & Services"
"TKL","TRAKA RESOURCES LIMITED","2003-11-20","Materials"
"TKM","TREK METALS LIMITED","2007-07-05","Materials"
"TLG","TALGA GROUP LTD","2010-07-09","Materials"
"TLM","TALISMAN MINING LIMITED","2005-11-25","Materials"
"TLS","TELSTRA CORPORATION LIMITED.","1997-11-17","Telecommunication Services"
"TLT","TILT RENEWABLES LIMITED.","2016-10-28","Utilities"
"TLX","TELIX PHARMACEUTICALS LIMITED","2017-11-15","Pharmaceuticals, Biotechnology & Life Sciences"
"TMG","TRIGG MINING LTD.","2019-10-03","Materials"
"TMH","THE MARKET HERALD LIMITED","2016-09-15","Media & Entertainment"
"TMK","TAMASKA OIL AND GAS LTD","2008-07-10","Energy"
"TML","TIMAH RESOURCES LIMITED","2015-09-16","Utilities"
"TMR","TEMPUS RESOURCES LTD","2018-08-15","Materials"
"TMT","TECHNOLOGY METALS AUSTRALIA LIMITED","2016-12-21","Materials"
"TMX","TERRAIN MINERALS LIMITED","2006-03-23","Materials"
"TMZ","THOMSON RESOURCES LIMITED","2010-12-17","Materials"
"TNE","TECHNOLOGY ONE LIMITED","1999-12-08","Software & Services"
"TNG","TNG LIMITED","1971-02-18","Materials"
"TNK","THINK CHILDCARE GROUP","2014-10-24","Consumer Services"
"TNP","TRIPLE ENERGY LIMITED","2005-12-14","Energy"
"TNR","TORIAN RESOURCES LIMITED","1986-06-30","Materials"
"TNT","TESSERENT LIMITED","2016-02-15","Software & Services"
"TNY","TINYBEANS GROUP LTD","2017-04-21","Media & Entertainment"
"TOE","TORO ENERGY LIMITED","2006-03-24","Energy"
"TOM","TOMIZONE LIMITED","1974-01-01","Telecommunication Services"
"TON","TRITON MINERALS LTD","2009-08-14","Materials"
"TOP","THORNEY OPPORTUNITIES LTD","2000-03-22","Not Applic"
"TOT","360 CAPITAL REIT","2015-04-22","Diversified Financials"
"TOU","TLOU ENERGY LIMITED","2013-04-09","Energy"
"TPC","TPC CONSOLIDATED LIMITED","2007-07-16","Utilities"
"TPD","TALON PETROLEUM LIMITED","2013-02-28","Energy"
"TPG","TPG TELECOM LIMITED.","2020-06-30","Telecommunication Services"
"TPO","TIAN POH RESOURCES LIMITED","2014-11-11","Materials"
"TPP","TEMPO AUSTRALIA LTD","1980-12-04","Commercial & Professional Services"
"TPS","THREAT PROTECT AUSTRALIA LIMITED","1994-03-03","Commercial & Professional Services"
"TPW","TEMPLE & WEBSTER GROUP LTD","2015-12-10","Retailing"
"TRA","TURNERS AUTOMOTIVE GROUP LIMITED","2017-07-28","Retailing"
"TRL","TANGA RESOURCES LIMITED","2011-03-09","Materials"
"TRM","TRUSCOTT MINING CORPORATION LIMITED","2007-04-18","Materials"
"TRN","TORRENS MINING LIMITED",,"Class Pend"
"TRS","THE REJECT SHOP LIMITED","2004-06-01","Retailing"
"TRT","TODD RIVER RESOURCES LIMITED","2017-04-06","Materials"
"TRU","TRUSCREEN GROUP LIMITED",,"Class Pend"
"TRY","TROY RESOURCES LIMITED","1987-03-05","Materials"
"TSC","TWENTY SEVEN CO. LIMITED","2006-10-18","Energy"
"TSI","TOP SHELF INTERNATIONAL HOLDINGS LTD","2020-12-10","Food, Beverage & Tobacco"
"TSL","TITANIUM SANDS LIMITED","1988-12-22","Materials"
"TSO","TESORO RESOURCES LIMITED","2004-01-28","Materials"
"TTA","TTA HOLDINGS LIMITED","2006-02-16","Retailing"
"TTB","TOTAL BRAIN LIMITED","2001-08-28","Health Care Equipment & Services"
"TTI","TRAFFIC TECHNOLOGIES LTD.","1998-02-17","Transportation"
"TTL","TRANSCENDENCE TECHNOLOGIES LIMITED","2003-03-21","Software & Services"
"TTM","TITAN MINERALS LIMITED","2006-11-15","Materials"
"TTT","TITOMIC LIMITED","2017-09-21","Materials"
"TUA","TUAS LIMITED","2020-06-30","Telecommunication Services"
"TV2","TV2U INTERNATIONAL LIMITED","2007-06-07","Software & Services"
"TWD","TAMAWOOD LIMITED","2000-08-14","Consumer Durables & Apparel"
"TWE","TREASURY WINE ESTATES LIMITED","2011-05-10","Food, Beverage & Tobacco"
"TWR","TOWER LIMITED","1999-09-28","Insurance"
"TYM","TYMLEZ GROUP LIMITED","2018-12-13","Software & Services"
"TYR","TYRO PAYMENTS LIMITED","2019-12-06","Software & Services"
"TYX","TYRANNA RESOURCES LIMITED","2007-07-11","Materials"
"TZL","TZ LIMITED","1987-01-22","Technology Hardware & Equipment"
"TZN","TERRAMIN AUSTRALIA LIMITED.","2003-12-23","Materials"
"UBI","UNIVERSAL BIOSENSORS INC.","2006-12-13","Health Care Equipment & Services"
"UBN","URBANISE.COM LIMITED","2014-09-22","Software & Services"
"UCM","USCOM LIMITED","2003-12-10","Health Care Equipment & Services"
"UCW","UCW LIMITED","2004-06-25","Consumer Services"
"UMG","UNITED MALT GROUP LIMITED","2020-03-24","Food, Beverage & Tobacco"
"UNI","UNIVERSAL STORE HOLDINGS LIMITED","2020-11-16","Retailing"
"UOS","UNITED OVERSEAS AUSTRALIA LIMITED","1988-02-17","Real Estate"
"URF","US MASTERS RESIDENTIAL PROPERTY FUND","2012-07-23","Real Estate"
"URW","UNIBAIL-RODAMCO-WESTFIELD","2018-05-31","Real Estate"
"UUL","ULTIMA UNITED LIMITED","2007-06-01","Real Estate"
"UUV","UUV AQUABOTIX LTD","2017-04-28","Capital Goods"
"UWL","UNITI GROUP LIMITED","2019-02-13","Telecommunication Services"
"VAL","VALOR RESOURCES LIMITED","1997-08-29","Materials"
"VAN","VANGO MINING LIMITED","2005-03-08","Materials"
"VAR","VARISCAN MINES LIMITED","1987-08-20","Materials"
"VBC","VERBREC LIMITED","2007-12-11","Capital Goods"
